ROI_1,ROI_2,stat,pvalue,holm_pvalue,significant
181,299,0.5712634830270311,1.1285710988439685e-05,0.6185246764324254,False
21,187,0.5707787834518975,1.137776747672298e-05,0.6235585465618029,False
5,120,0.5705152107302338,1.1428142594379223e-05,0.6263079267423589,False
183,227,0.5704617422585382,1.143838900488311e-05,0.626858032634609,False
38,287,0.5704150346775593,1.1447347343522375e-05,0.6273375291197132,False
121,219,0.5703435846316421,1.14610648278068e-05,0.6280778136286405,False
183,229,0.5700091765978937,1.1525486584384612e-05,0.6315966648242767,False
230,240,0.569376019502782,1.1648458300750238e-05,0.6383238664228122,False
83,287,0.5693562336039979,1.1652322273310175e-05,0.6385239559328509,False
55,221,0.5692474534177812,1.1673588871906642e-05,0.6396776494138683,False
7,64,0.5688976199504832,1.1742246133196675e-05,0.643428119114645,False
264,275,0.5685475742456807,1.1811350918253783e-05,0.647202973565716,False
160,299,0.5684645797530458,1.1827795201949094e-05,0.6480922102955986,False
91,145,0.5681758425546071,1.1885184069072915e-05,0.6512248906967122,False
147,275,0.5679149865213599,1.1937271717267177e-05,0.6540669919325032,False
248,300,0.5677117920199171,1.197800430872651e-05,0.6562868340794342,False
51,147,0.5675946728177315,1.2001545530458429e-05,0.6575646796138173,False
61,249,0.5672961184617696,1.2061766017086244e-05,0.6608520983101382,False
186,299,0.5668925020186336,1.2143660952975372e-05,0.6653268962916147,False
230,286,0.5668107520201385,1.2160316142197558e-05,0.6662272404825776,False
219,317,0.5666827845898502,1.2186433426891195e-05,0.6676459417256609,False
171,199,0.5665227527077067,1.2219174133114221e-05,0.6694274548826626,False
5,121,0.5663803409785855,1.224838422958351e-05,0.671015481633503,False
64,210,0.566224835828773,1.2280360015014796e-05,0.6727549627025556,False
72,292,0.5661047250023062,1.2305115202647367e-05,0.674098821031428,False
126,286,0.5651941829233019,1.249441778292099e-05,0.6844567005661948,False
2,76,0.5651102200191929,1.2512020348154065e-05,0.6854084746718797,False
230,251,0.5651028802449557,1.2513560292468216e-05,0.6854803192611164,False
281,310,0.5647089228156592,1.2596495652084208e-05,0.6900108388298688,False
59,74,0.5645986446033388,1.2619809994108159e-05,0.6912753320472627,False
301,316,0.5645908859277046,1.2621451916361217e-05,0.691352650170602,False
115,144,0.5645254885273205,1.263530010595898e-05,0.6920985633039031,False
82,101,0.5644676011868222,1.2647570737368535e-05,0.6927580395686241,False
100,137,0.5644185574671763,1.2657976111858465e-05,0.6933153255748237,False
123,285,0.5643830558414712,1.2665513687782672e-05,0.6937155157072326,False
287,323,0.5643766435017814,1.2666875612925064e-05,0.6937774441955187,False
121,148,0.5634334607140237,1.2868809668284464e-05,0.7048247055319401,False
5,64,0.5633314103574965,1.2890851413056855e-05,0.7060190410417109,False
171,230,0.563149130904876,1.2930316136260775e-05,0.7081675541507301,False
121,246,0.5631145330047319,1.2937820502876556e-05,0.7085656154810404,False
98,146,0.5630779089026969,1.2945769123125388e-05,0.7089879917970849,False
38,190,0.5628946136360086,1.2985623904959883e-05,0.711157693155128,False
121,203,0.5628612540590328,1.2992890682716702e-05,0.7115426653482975,False
2,72,0.5628087489940911,1.3004336230109082e-05,0.7121564649694637,False
240,289,0.5626674007013485,1.3035199004971918e-05,0.7138335679102722,False
109,147,0.5626372450107903,1.3041792881341821e-05,0.7141816199751595,False
121,126,0.5625156434795048,1.306841641154886e-05,0.7156264826964155,False
167,204,0.5624683028312889,1.3078795963076624e-05,0.7161817881421129,False
2,78,0.5618941920789089,1.3205332100206325e-05,0.7230975751430979,False
144,162,0.5618371596927288,1.3217969189966974e-05,0.7237763389350216,False
83,244,0.5617756424175738,1.3231613645403825e-05,0.7245102367677319,False
281,303,0.5617145207688836,1.324518436013312e-05,0.7252400696390889,False
174,204,0.5614223100017909,1.3310256726714683e-05,0.7287897968145358,False
2,119,0.561081950185521,1.3386456290542066e-05,0.7329486412760498,False
250,255,0.561008018127322,1.3403065989456717e-05,0.7338446690547342,False
235,237,0.5605384200413941,1.3509051004469673e-05,0.739634051545719,False
168,198,0.5604817574908812,1.3521896122427048e-05,0.7403238127028808,False
275,311,0.5601480255827749,1.3597800753941925e-05,0.7444659934775665,False
244,289,0.5601445998133605,1.3598582132326155e-05,0.7444951745805923,False
194,208,0.5596353235860339,1.3715245219239852e-05,0.7508685300177241,False
64,66,0.5595086029305552,1.37444297515458e-05,0.7524525511781264,False
185,229,0.5594312301420384,1.3762279829888726e-05,0.7534160092872583,False
69,271,0.5591317349196325,1.3831593813749137e-05,0.7571967717398828,False
171,238,0.5589981388547279,1.3862625731263794e-05,0.7588817204065739,False
121,319,0.5589942155140165,1.3863538107499727e-05,0.7589178030807501,False
118,319,0.5588366961954855,1.39002192201306e-05,0.7609119003291692,False
83,239,0.5586747845533798,1.3938024751954612e-05,0.7629674749219955,False
127,244,0.5582715064454215,1.4032637646155309e-05,0.7681325521128954,False
5,62,0.5580106629370717,1.4094177282524158e-05,0.7714870760908074,False
275,313,0.5578467902964497,1.4132977575029779e-05,0.773596793524405,False
126,217,0.5578455585886917,1.4133269613553688e-05,0.7735986455674747,False
168,242,0.557841372355553,1.4134262216823786e-05,0.7736388424378499,False
6,161,0.5576186555660685,1.418717196193791e-05,0.7765206701647096,False
283,310,0.5571257478202611,1.4304978026209221e-05,0.7829543623085093,False
89,210,0.5570144712094772,1.4331709033686167e-05,0.7844030988317112,False
86,98,0.5569529489234641,1.4346509524398535e-05,0.7851988127798563,False
2,285,0.5568405876792195,1.4373580036158848e-05,0.7866660353789737,False
242,292,0.5568008369069256,1.438316922813687e-05,0.7871764686867028,False
285,292,0.5567823888567868,1.4387621686381485e-05,0.7874057596522859,False
20,228,0.5567599131950283,1.4393048083996853e-05,0.7876883424928958,False
65,74,0.5566919782409058,1.4409462417237316e-05,0.7885722402457294,False
61,235,0.55669019173055,1.4409894324578559e-05,0.7885814669125617,False
38,238,0.5565621472337408,1.444088429105192e-05,0.7902629519435252,False
168,199,0.5559888305989769,1.4580464130431256e-05,0.7978867386095897,False
51,127,0.5557273061116081,1.4644584207174486e-05,0.8013809369850022,False
185,299,0.5557099529642887,1.4648848824579106e-05,0.8015996565297933,False
9,228,0.5556735861646378,1.4657790182701193e-05,0.8020742787974093,False
24,204,0.555377865431781,1.4730701652575149e-05,0.8060492637272596,False
8,36,0.5552230560962362,1.4769015836504932e-05,0.8081310085418769,False
81,204,0.5550949987110174,1.480078473594516e-05,0.8098545383967113,False
133,239,0.5550633622662328,1.4808643776609485e-05,0.8102697528809646,False
168,322,0.5547996696972637,1.4874312848897718e-05,0.8138480275274387,False
254,255,0.5544256894996614,1.4967949442257135e-05,0.8189563857836569,False
153,244,0.5543552073745446,1.4985662840887483e-05,0.8199105710134769,False
85,230,0.5540481241888889,1.5063084274796037e-05,0.8241314668426408,False
207,293,0.5539227916261467,1.5094798292252418e-05,0.825851509367422,False
145,309,0.5539224914445844,1.5094874330320646e-05,0.825851509367422,False
57,207,0.5539026181759511,1.5099909222784944e-05,0.8261009336693416,False
264,268,0.5535691289207304,1.5184650810396799e-05,0.830721876535188,False
160,251,0.5534848291995189,1.520614739448899e-05,0.8318827055103092,False
25,230,0.5534168571252617,1.5223502655358403e-05,0.8328169362640369,False
251,325,0.5533135559493995,1.5249916571186637e-05,0.834246686026765,False
130,165,0.5532370324611025,1.5269513157862285e-05,0.8353034477876984,False
178,290,0.5529189380442322,1.5351244111683466e-05,0.8397591066414206,False
80,165,0.5528309752675936,1.5373922658219327e-05,0.8409843172499136,False
248,270,0.5527931299831417,1.5383690272840506e-05,0.8415032416146485,False
160,249,0.5526894431111244,1.5410483104064077e-05,0.842953425792305,False
250,324,0.5523199769412234,1.550633529639317e-05,0.84818103437741,False
5,151,0.5520901402587535,1.556626470186479e-05,0.8514435466626002,False
251,299,0.5520805319166413,1.5568775115528298e-05,0.8515652924940513,False
82,204,0.5520395864194503,1.5579477684634596e-05,0.8521351114387739,False
5,156,0.5520279881764524,1.5582510642823308e-05,0.8522854196092209,False
2,50,0.5518222367239415,1.5636413645659115e-05,0.8552180079356796,False
28,124,0.5518034332182724,1.5641349139939187e-05,0.855472308510694,False
69,249,0.5517442686241132,1.565688871511093e-05,0.8563065576068469,False
2,89,0.5517017301791796,1.5668071015271676e-05,0.8569024718962233,False
38,203,0.551693652227442,1.5670195414170777e-05,0.8570029872009998,False
33,51,0.5516556667995919,1.5680188979668468e-05,0.8575338551090889,False
203,251,0.5515746328597202,1.5701529554181024e-05,0.8586852482590519,False
235,326,0.5515489187958694,1.5708307539215346e-05,0.8590402143970696,False
41,287,0.5514693123435717,1.5729309687914593e-05,0.8601730295932974,False
95,309,0.5513249602720298,1.5767465297477285e-05,0.8622438397925454,False
80,130,0.5510181490774347,1.5848871696851953e-05,0.8666796998706522,False
204,290,0.5509390045808654,1.5869939561499718e-05,0.8678159050414891,False
10,210,0.5507289436136618,1.5925993237049513e-05,0.8708651621883414,False
168,225,0.5506535882767719,1.5946149844286003e-05,0.8719514196354029,False
51,210,0.5504458873356688,1.6001839986962834e-05,0.8749806104871277,False
79,155,0.5501387954170106,1.6084537639619843e-05,0.8794864335967734,False
24,37,0.5500173454365133,1.6117361583618317e-05,0.8812650966690824,False
85,93,0.5499697583832993,1.613024114072984e-05,0.8819531948516856,False
20,63,0.5499667219852783,1.6131063300354506e-05,0.881982017010183,False
20,207,0.5499506113076281,1.613542626160214e-05,0.8822044308530971,False
204,317,0.5499428614955952,1.6137525424165824e-05,0.8823030650408422,False
83,160,0.5499188613270133,1.614402800022155e-05,0.8826424428561128,False
120,292,0.5498261318031553,1.616917676089786e-05,0.8840012318718078,False
168,238,0.5497760372121396,1.6182779058419147e-05,0.8847287139028331,False
248,267,0.5492305418904803,1.63316447436572e-05,0.8928510181357391,False
257,275,0.5491612238925246,1.635065986580193e-05,0.8938742242035257,False
160,235,0.5490782310005011,1.6373455500673364e-05,0.8951040653108114,False
47,79,0.5489967517925338,1.6395866426416478e-05,0.8963128299329096,False
81,105,0.5489108513187843,1.6419526790151492e-05,0.8975898515104215,False
41,187,0.5485556770712647,1.6517720336609373e-05,0.9029411822007514,False
151,161,0.5484479150086954,1.6547629334669948e-05,0.904559609950398,False
5,8,0.5484331948845834,1.655171907626056e-05,0.904766619865631,False
293,319,0.5483964952842738,1.6561919871215406e-05,0.9053076640003765,False
79,289,0.5483571522478965,1.6572862432855948e-05,0.905889233442339,False
115,272,0.5482877994360116,1.659216936311323e-05,0.9069279773877692,False
106,309,0.5482793510677073,1.659452282327955e-05,0.907040022997637,False
5,295,0.548220688236684,1.6610873765744862e-05,0.9079171382880826,False
91,109,0.5480518301933045,1.665802952862548e-05,0.910477919946083,False
148,293,0.5478890248818518,1.6703622307043003e-05,0.9129531808137424,False
121,177,0.5478131104600392,1.672492457386633e-05,0.9141007525846644,False
105,113,0.5476852536330737,1.6760864045674618e-05,0.9160482635523005,False
251,293,0.5475444896366991,1.6800521335914165e-05,0.9181988925717168,False
88,89,0.547310947103091,1.6866525039625506e-05,0.9217893264656132,False
142,287,0.5472322113587662,1.688883596433303e-05,0.9229917742867644,False
33,63,0.5469041766337407,1.6982108889394596e-05,0.9280722508054147,False
17,43,0.5467965257292153,1.701283081983875e-05,0.9297341914733679,False
200,317,0.5466219129390604,1.706278141547272e-05,0.9324468787927532,False
168,255,0.5465691058862885,1.7077916653998237e-05,0.9332569113910416,False
161,292,0.5465666004012866,1.7078635095978986e-05,0.9332790934548677,False
7,38,0.5465663761645418,1.7078699396822654e-05,0.9332790934548677,False
79,287,0.5464112066393777,1.712325327787169e-05,0.9356830521160207,False
7,33,0.5463373789658225,1.7144492414264468e-05,0.9368264989926534,False
126,161,0.5461765410926417,1.7190854773006854e-05,0.9393426865066405,False
41,89,0.5459247191655745,1.7263696840064435e-05,0.9433056590379608,False
183,299,0.5454533411451542,1.740088214026593e-05,0.9507842001441305,False
175,181,0.5452912659116332,1.7448303497052603e-05,0.9533578547754572,False
121,308,0.5451736034390255,1.7482811498934493e-05,0.9552258546787828,False
108,251,0.5451494597951595,1.7489900809207485e-05,0.9555957105126693,False
64,148,0.5449296471932259,1.7554577464052984e-05,0.9591118943259989,False
5,285,0.5447999124573322,1.7592862705344703e-05,0.9611860539065078,False
228,295,0.5446774641817734,1.7629074619740905e-05,0.9631468627749246,False
209,213,0.544620417861362,1.764597061788849e-05,0.9640523127671019,False
186,293,0.5446028561213418,1.7651175333758143e-05,0.964319010833875,False
17,47,0.5445395394772009,1.7669953087524223e-05,0.9653272071245358,False
160,293,0.5445207087713985,1.767554156145651e-05,0.9656148355023692,False
8,40,0.5444912442479087,1.7684289444291938e-05,0.9660750480522243,False
176,287,0.5442936989373487,1.7743052176938184e-05,0.9692674543217792,False
5,81,0.5442633231901919,1.7752105268293464e-05,0.969744254491067,False
95,109,0.5442437022340321,1.7757955502283824e-05,0.9700460772677562,False
38,244,0.5442044544055855,1.776966354627102e-05,0.9706678712150544,False
15,89,0.5441543768868488,1.7784613461205934e-05,0.971466725704913,False
293,321,0.5440666445713718,1.7810835130887507e-05,0.9728812473544682,False
41,151,0.5440153298176349,1.7826190219000153e-05,0.9737021621422264,False
33,42,0.5439887446904521,1.783415060542704e-05,0.9741191402190303,False
82,289,0.5438080034679237,1.7888364705013092e-05,0.9770624801878152,False
251,311,0.5435533089047248,1.7965042558836184e-05,0.9812326595210735,False
78,164,0.5435224534273,1.7974354243239154e-05,0.9817232800572361,False
95,143,0.543439737057726,1.7999340633336897e-05,0.9830699873709613,False
121,217,0.5433599248309473,1.802348283451071e-05,0.9843705384896368,False
64,151,0.5432466931446468,1.8057789825219367e-05,0.9862261913043557,False
121,198,0.5429486792434791,1.814839606487212e-05,0.9911565026869259,False
121,299,0.5429339325908521,1.8152891382140316e-05,0.991383857052829,False
204,240,0.5428900259971814,1.8166282336377265e-05,0.9920970109542352,False
42,48,0.542629380686063,1.824598039800046e-05,0.9964312355152031,False
78,230,0.5425454315527042,1.8271724406931317e-05,0.9978188698625192,False
72,171,0.5424681411682295,1.829545869097545e-05,0.9990967036554784,False
51,292,0.5424511818021402,1.8300670704651066e-05,0.9993630258395855,False
101,250,-0.01369567982260705,0.4535607236426171,1.0,False
42,214,-0.013689138827580254,0.4534766047046763,1.0,False
267,322,-0.013682779264506739,0.4533948424876675,1.0,False
166,309,-0.013680024516291694,0.4533594330289298,1.0,False
73,222,-0.013662180994122104,0.4531301778487916,1.0,False
167,257,-0.013662557377419095,0.45313501177871995,1.0,False
52,248,-0.01370758862196533,0.4537139368374151,1.0,False
204,316,-0.01364935846792976,0.45296554507673925,1.0,False
62,317,-0.013644844217883152,0.4529076073961551,1.0,False
164,176,-0.013678615500102163,0.4533413232493725,1.0,False
65,134,-0.013710792463261042,0.45375516986333186,1.0,False
91,212,-0.013750172043229187,0.45426246077767474,1.0,False
105,125,-0.01374951537537107,0.4542539942309428,1.0,False
146,327,-0.013603360989499776,0.45237573822812227,1.0,False
297,310,-0.013757762145852245,0.4543603394398008,1.0,False
74,183,-0.013762226703389464,0.45441792790445323,1.0,False
84,257,-0.013762445163779443,0.45442074612594496,1.0,False
62,301,-0.013768660454657435,0.4545009372276976,1.0,False
96,137,-0.013785823246861428,0.4547224909886354,1.0,False
81,108,-0.013786113109498128,0.4547262342703595,1.0,False
70,92,-0.013786538431832793,0.45473172696424335,1.0,False
45,191,-0.013796521602017272,0.4548606814847921,1.0,False
83,307,-0.013739159153811645,0.4541205022084672,1.0,False
99,242,-0.013598590502730606,0.4523146370730048,1.0,False
56,169,-0.013575038600732411,0.4520131697958789,1.0,False
89,282,-0.013587902780831022,0.45217779391346336,1.0,False
67,169,-0.01341921025348617,0.4500264386299081,1.0,False
266,268,-0.013435283262296965,0.4502307298409206,1.0,False
261,284,-0.013457899379003697,0.45051843045519946,1.0,False
233,256,-0.013459049498148475,0.4505330688383825,1.0,False
17,171,-0.013472062363803805,0.4506987445673717,1.0,False
306,322,-0.013474197364083555,0.45072593580629516,1.0,False
54,195,-0.01351316403417741,0.4512226635643892,1.0,False
72,328,-0.013517665839304105,0.4512801054533231,1.0,False
253,311,-0.013518054193167926,0.4512850612853857,1.0,False
8,133,-0.013522746159809734,0.451344942779456,1.0,False
177,189,-0.013529848072190421,0.4514356049757935,1.0,False
210,249,-0.01353023917128776,0.4514405985289346,1.0,False
302,309,-0.013530871142000578,0.45144866771329195,1.0,False
156,308,-0.013537206402088322,0.451529570603881,1.0,False
19,121,-0.013544700087299964,0.45162529614971525,1.0,False
145,245,-0.013545991846347676,0.4516418004952738,1.0,False
93,267,-0.013549470697777479,0.451686253232777,1.0,False
45,110,-0.013554586037717878,0.45175162943776626,1.0,False
99,223,-0.013564715556369244,0.45188113264687313,1.0,False
157,328,-0.013570465748729,0.4519546731751616,1.0,False
139,269,-0.013570465748729301,0.45195467317516547,1.0,False
52,139,-0.013573081147166521,0.4519881283010089,1.0,False
118,264,-0.013803945766519157,0.4549566181110076,1.0,False
178,212,-0.013598031969838654,0.4523074841396003,1.0,False
51,156,-0.013837972411509273,0.4553967249689217,1.0,False
273,297,-0.014151695047177077,0.4594862865631655,1.0,False
262,284,-0.01384933566900866,0.4555438485970248,1.0,False
39,129,-0.01413942111544488,0.4593251995687606,1.0,False
129,267,-0.014146900422212004,0.4594233497315152,1.0,False
120,275,-0.01341413302092888,0.44996193602524515,1.0,False
79,273,-0.014153389229755628,0.45950852858127567,1.0,False
53,124,-0.01415392361166987,0.459515544549686,1.0,False
88,106,-0.01415753793802665,0.45956300195633104,1.0,False
46,120,-0.014166514164916232,0.4596808966316508,1.0,False
285,308,-0.014172984591568842,0.4597659095880441,1.0,False
245,305,-0.014175179837678348,0.4597947579138354,1.0,False
241,305,-0.014183924407935191,0.45990970115854335,1.0,False
32,280,-0.014139421115444483,0.4593251995687555,1.0,False
29,165,-0.014191405423866814,0.4600080717216499,1.0,False
52,128,-0.014229700784073917,0.4605121539230491,1.0,False
274,319,-0.014232533377767805,0.46054947416951164,1.0,False
